uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_reason,tags_description,pfam,Version_added,biosynthetic_pathway,biosynthetic_pathway_desc,Annotation_review_priority
P49765,VEGFB_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00341;,v4.0.0,False,,Normal
P49767,VEGFC_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF03128;PF00341;,v4.0.0,False,,Normal
P49771,FLT3L_HUMAN,True,False,True,Cytokine,True,False,,False,False,,,,,PF02947;,v4.0.0,False,,Normal
P49961,ENTP1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,transmembrane_add | extracellular_add,,PF01150;,v4.0.0,False,,Normal
P50052,AGTR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P50406,5HT6R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P50591,TNF10_HUMAN,True,False,True,cytokine,True,False,,False,False,,To_add,,ligandIUPHAR,PF00229;,v4.0.0,False,,Normal
P51460,INSL3_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00049;,v4.0.0,False,,Normal
P51654,GPC3_HUMAN,True,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P51671,CCL11_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P51677,CCR3_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P51679,CCR4_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P51681,CCR5_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P51684,CCR6_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P51685,CCR8_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P51686,CCR9_HUMAN,True,False,False,,False,True,Chemokine_receptor CCR_add,False,False,,,,,PF00001;,v4.0.0,False,,Normal
P51805,PLXA3_HUMAN,True,False,False,,False,True,,False,False,,,,,PF08337;PF01437;PF01403;PF01833;PF18020;PF17960;,v4.0.0,False,,Normal
P51810,GP143_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
P52797,EFNA3_HUMAN,True,False,False,,False,False,,False,False,,To_comment,extracellular_add,,PF00812;,v4.0.0,False,,Normal
P52798,EFNA4_HUMAN,True,False,True,,False,False,,False,False,,,,,PF00812;,v4.0.0,False,,Normal
P52799,EFNB2_HUMAN,True,False,False,,False,True,,False,False,,To_add,,ligandIUPHAR,PF00812;,v4.0.0,False,,Normal
P52803,EFNA5_HUMAN,True,False,False,,False,False,,False,False,,To_comment,extracellular_add,,PF00812;,v4.0.0,False,,Normal
P53420,CO4A4_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01413;PF01391;,v4.0.0,False,,Normal
P53708,ITA8_HUMAN,True,False,False,,False,True,,False,False,,,,Integrin,PF01839;PF00357;PF08441;,v4.0.0,False,,Normal
P53985,MOT1_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P54753,EPHB3_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Adhesion_add,Migration,PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P54756,EPHA5_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Adhesion_add,,PF14575;PF01404;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P54760,EPHB4_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Adhesion_add,,PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P54762,EPHB1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF14575;PF01404;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
P54764,EPHA4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF14575;PF01404;PF00041;PF07714;PF07647;,v4.0.0,False,,Normal
P54826,GAS1_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P55073,IOD3_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P55075,FGF8_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;,v4.0.0,False,,Normal
P55089,UCN1_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00473;,v4.0.0,False,,Normal
P55103,INHBC_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
P55107,GDF10_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
P55285,CADH6_HUMAN,True,False,False,,False,False,,False,False,,,,Cadherin,,v4.0.0,False,,Normal
P55773,CCL23_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P55774,CCL18_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P55899,FCGRN_HUMAN,True,False,False,,False,True,,False,False,,,,,PF07654;PF00129;,v4.0.0,False,,Normal
P56159,GFRA1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF02351;,v4.0.0,False,,Normal
P56199,ITA1_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin (uniprot),PF01839;PF08441;PF00092;,v4.0.0,False,,Normal
P56703,WNT3_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P56704,WNT3A_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P56705,WNT4_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P56706,WNT7B_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;,v4.0.0,False,,Normal
P56975,NRG3_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,,v4.0.0,False,,Normal
P57087,JAM2_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Adhesion_add,,PF07686;,v4.0.0,False,,Normal
P58166,INHBE_HUMAN,False,False,True,Growthfactor | Hormone,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
P58294,PROK1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF06607;,v4.0.0,False,,Normal
P59901,LIRA4_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,PF00047;PF13895;,v4.0.0,False,,Normal
P60568,IL2_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00715;,v4.0.0,False,,Normal
P61073,CXCR4_HUMAN,True,False,False,,False,True,Chemokine_receptor CXCR_add,False,False,,,,,PF00001;PF12109;,v4.0.0,False,,Normal
P61278,SMS_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF03002;,v4.0.0,False,,Normal
P61769,B2MG_HUMAN,True,False,True,,False,False,,False,False,,To_add,,Iglike,PF07654;,v4.0.0,False,,Normal
P61812,TGFB2_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
P62937,PPIA_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P78324,SHPS1_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Receptor_add | Extracellular_add,Iglike | Receptor_add,PF07654;PF07686;,v4.0.0,False,,Normal
P78423,X3CL1_HUMAN,True,False,True,Cytokine,True,False,Chemokine_receptor_add,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P78504,JAG1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,transmembrane_add | extracellular_add,,PF01414;PF00008;PF07645;PF12661;PF07657;,v4.0.0,False,,Normal
P78509,RELN_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P78552,I13R1_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,PF18001;PF09240;,v4.0.0,False,,Normal
P78556,CCL20_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P80075,CCL8_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P80098,CCL7_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P80162,CXCL6_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
P80188,NGAL_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
P80370,DLK1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,transmembrane_add | extracellular_add,,PF00008;,v4.0.0,False,,Normal
P81277,PRRP_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF15172;,v4.0.0,False,,Normal
P98155,VLDLR_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Binds VLDL (uniprot),,v4.0.0,False,,Normal
P98172,EFNB1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: Binds to the receptor tyrosine kinases EPHB1 and EPHA1.,PF00812;,v4.0.0,False,,Normal
Q00604,NDP_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q01113,IL9R_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,,v4.0.0,False,,Normal
Q01344,IL5RA_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF09240;,v4.0.0,False,,Normal
Q01638,ILRL1_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor,False,False,,,,,PF07679;PF01582;,v4.0.0,False,,Normal
Q01718,ACTHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q01726,MSHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q01955,CO4A3_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01413;PF01391;,v4.0.0,False,,Normal
Q01973,ROR1_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,PF01392;PF07679;PF00051;PF07714;,v4.0.0,False,,Normal
Q01974,ROR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF01392;PF07679;PF00051;PF07714;,v4.0.0,False,,Normal
Q02223,TNR17_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,,,,PF09257;,v4.0.0,False,,Normal
Q02297,NRG1_HUMAN,True,False,True,Growthfactor,True,True,,False,False,,,,,PF00008;PF07679;PF02158;,v4.0.0,False,,Normal
Q02388,CO7A1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00041;PF00014;PF00092;,v4.0.0,False,,Normal
Q02413,DSG1_HUMAN,True,False,False,,False,False,,False,False,,,,desmosome junctions,PF00028;PF01049;,v4.0.0,False,,Normal
Q02487,DSC2_HUMAN,True,False,False,,False,False,,False,False,,,,desmosome junctions,PF00028;PF01049;PF08758;,v4.0.0,False,,Normal
Q02643,GHRHR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
Q02763,TIE2_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00041;PF10430;PF07714;,v4.0.0,False,,Normal
Q03167,TGBR3_HUMAN,True,False,True,,False,True,,False,False,,,,Migration,PF00100;,v4.0.0,False,,Normal
Q03405,UPAR_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00021;,v4.0.0,False,,Normal
Q03431,PTH1R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
Q03692,COAA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF00386;PF01391;,v4.0.0,False,,Normal
Q04721,NOTC2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF12796;PF11936;PF00008;PF07645;PF12661;PF06816;PF07684;PF00066;,v4.0.0,False,,Normal
Q04771,ACVR1_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Receptor for activin. (uniprot),PF01064;PF07714;PF08515;,v4.0.0,False,,Normal
Q04912,RON_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to MST1 ligand. (uniprot),PF07714;PF01403;PF01833;,v4.0.0,False,,Normal
Q05707,COEA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00041;PF00092;,v4.0.0,False,,Normal
Q05901,ACHB3_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q06418,TYRO3_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00041;PF07679;PF07714;,v4.0.0,False,,Normal
Q06643,TNFC_HUMAN,False,True,False,,False,False,,False,False,,To_add,,ligandIUPHAR,PF00229;,v4.0.0,False,,Normal
Q07011,TNR9_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,,TNF_receptor_add (uniprot),PF00020;,v4.0.0,False,,Normal
Q07092,COGA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;,v4.0.0,False,,Normal
Q07325,CXCL9_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q07444,NKG2E_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_add,,KLR_add (uniprot),PF00059;,v4.0.0,False,,Normal
Q08334,I10R2_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF09294;PF01108;,v4.0.0,False,,Normal
Q08554,DSC1_HUMAN,True,False,False,,False,False,,False,False,,,,desmosome junctions,PF00028;PF01049;PF08758;,v4.0.0,False,,Normal
Q08722,CD47_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Receptor_add | Extracellular_add,,PF04549;PF08204;,v4.0.0,False,,Normal
Q08830,FGL1_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q0VD83,APOBR_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q10589,BST2_HUMAN,True,False,False,,False,False,,False,False,,,,,PF16716;,v4.0.0,False,,Normal
Q12860,CNTN1_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q12866,MERTK_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,PF00041;PF00047;PF13895;PF07714;,v4.0.0,False,,Normal
Q12918,KLRB1_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_add | To_comment,Extracellular_add,KLR_add (uniprot),PF00059;,v4.0.0,False,,Normal
Q13007,IL24_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q13241,KLRD1_HUMAN,True,False,False,,False,True,KLR_add,False,False,,To_add,,KLR_add (uniprot),PF00059;,v4.0.0,False,,Normal
Q13258,PD2R_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q13261,I15RA_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor,False,False,,To_add,,Cytokine_receptor (uniprot),,v4.0.0,False,,Normal
Q13275,SEM3F_HUMAN,False,False,True,,False,False,,False,False,,,,,PF01403;,v4.0.0,False,,Normal
Q13304,GPR17_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q13324,CRFR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF02793;,v4.0.0,False,,Normal
Q13332,PTPRS_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,PF00041;PF07679;PF00102;,v4.0.0,False,,Normal
Q13349,ITAD_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin,PF01839;PF00357;PF08441;PF00092;,v4.0.0,False,,Normal
Q13467,FZD5_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF01534;PF01392;,v4.0.0,False,,Normal
Q13477,MADCA_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,extracellular_add,ligandIUPHAR,PF09085;,v4.0.0,False,,Normal
Q13478,IL18R_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,Iglike,PF18452;PF01582;,v4.0.0,False,,Normal
Q13519,PNOC_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q13591,SEM5A_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,,Ligand for receptor PLXNB3. (uniprot),PF01403;PF00090;,v4.0.0,False,,Normal
Q13639,5HT4R_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q13651,I10R1_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF01108;,v4.0.0,False,,Normal
Q13683,ITA7_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Adhesion_add,Migration | Adhesion_add (uniprot),PF01839;PF08441;,v4.0.0,False,,Normal
Q13705,AVR2B_HUMAN,True,False,False,,False,True,,False,False,,,,IUPHAR,PF01064;PF00069;,v4.0.0,False,,Normal
Q13740,CD166_HUMAN,True,False,True,,False,False,,False,False,,To_comment,Extracellular_add,,PF08205;,v4.0.0,False,,Normal
Q13797,ITA9_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Integrin,PF01839;PF08441;,v4.0.0,False,,Normal
Q13873,BMPR2_HUMAN,True,False,False,,False,True,TGFBeta_receptor_add,False,False,,,,,PF01064;PF00069;,v4.0.0,False,,Normal
Q14031,CO4A6_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01413;PF01391;,v4.0.0,False,,Normal
Q14050,CO9A3_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;,v4.0.0,False,,Normal
Q14055,CO9A2_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;,v4.0.0,False,,Normal
Q14114,LRP8_HUMAN,True,False,True,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q14116,IL18_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00340;,v4.0.0,False,,Normal
Q14126,DSG2_HUMAN,True,False,False,,False,False,,False,False,,,,desmosome junctions,PF00028;,v4.0.0,False,,Normal
Q14213,IL27B_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00041;,v4.0.0,False,,Normal
Q14242,SELPL_HUMAN,True,False,False,,False,True,,False,False,,To_add,,calcium-dependent interactions with E-,,v4.0.0,False,,Normal
Q14332,FZD2_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF01534;PF01392;,v4.0.0,False,,Normal
Q14393,GAS6_HUMAN,False,False,True,,False,False,,False,False,,,,,PF12662;PF07645;PF00594;PF12661;PF00054;PF02210;,v4.0.0,False,,Normal
Q14563,SEM3A_HUMAN,False,False,True,,False,False,,False,False,,,,,PF01403;,v4.0.0,False,,Normal
Q14574,DSC3_HUMAN,True,False,False,,False,False,,False,False,,,,desmosome junctions,PF00028;PF01049;PF08758;,v4.0.0,False,,Normal
Q14623,IHH_HUMAN,True,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q14626,I11RA_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,,v4.0.0,False,,Normal
Q14627,I13R2_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,PF09240;,v4.0.0,False,,Normal
Q14773,ICAM4_HUMAN,True,False,True,,False,False,,False,False,,,,,PF03921;,v4.0.0,False,,Normal
Q14943,KI3S1_HUMAN,True,False,False,,False,True,KIR_add,False,False,,,,,PF00047;,v4.0.0,False,,Normal
Q14993,COJA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;,v4.0.0,False,,Normal
Q15116,PDCD1_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Iglike | Receptor | Extracellular_add,Uniprot description,PF07686;,v4.0.0,False,,Normal
Q15223,PVRL1_HUMAN,True,False,True,,False,True,,False,False,,,,,PF08205;PF07686;,v4.0.0,False,,Normal
Q15303,ERBB4_HUMAN,True,False,False,,False,True,,False,False,,,,Migration,PF00757;PF14843;PF07714;PF01030;,v4.0.0,False,,Normal
Q15375,EPHA7_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Adhesion_add,,PF14575;PF01404;PF07699;PF00041;PF07714;PF00536;,v4.0.0,False,,Normal
Q15389,ANGP1_HUMAN,False,False,True,,False,False,,False,False,,,,,PF00147;,v4.0.0,False,,Normal
Q15465,SHH_HUMAN,True,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q15722,LT4R1_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q15758,AAAT_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00375;,v4.0.0,False,,Normal
Q15762,CD226_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF07686;,v4.0.0,False,,Normal
Q15768,EFNB3_HUMAN,True,False,False,,False,True,,False,False,,To_add,,ligandIUPHAR,PF00812;,v4.0.0,False,,Normal
Q15822,ACHA2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q15825,ACHA6_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q15848,ADIPO_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF00386;PF01391;,v4.0.0,False,,Normal
Q16288,NTRK3_HUMAN,True,False,False,,False,True,,False,False,,To_add,,Iglike,PF07679;PF00047;PF13855;PF01462;PF07714;PF16920;,v4.0.0,False,,Normal
Q16552,IL17_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF06083;,v4.0.0,False,,Normal
Q16570,ACKR1_HUMAN,True,False,False,,False,True,Artipical_chemokine_receptor_add,False,False,,To_add,,Atypical chemokine receptor (uniprot),,v4.0.0,False,,Normal
Q16581,C3AR_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q16602,CALRL_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q16620,NTRK2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF07679;PF13855;PF01462;PF07714;PF16920;,v4.0.0,False,,Normal
Q16627,CCL14_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q16663,CCL15_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;,v4.0.0,False,,Normal
Q16671,AMHR2_HUMAN,True,False,False,,False,True,,False,False,,To_add,,receptor complex (uniprot),PF01064;PF00069;,v4.0.0,False,,Normal
Q16787,LAMA3_HUMAN,False,False,True,,False,False,,False,False,,,,laminin,PF00052;PF00053;PF02210;PF06008;PF06009;PF00055;,v4.0.0,False,,Normal
Q17RW2,COOA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01410;PF01391;PF02210;,v4.0.0,False,,Normal
Q29980,MICB_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF07654;PF00129;,v4.0.0,False,,Normal
Q29983,MICA_HUMAN,True,False,False,,False,False,,False,False,,,,,PF07654;PF00129;,v4.0.0,False,,Normal
Q2I0M5,RSPO4_HUMAN,False,False,True,,False,False,,False,False,,,,,PF15913;,v4.0.0,False,,Normal
Q2MKA7,RSPO1_HUMAN,False,False,True,,False,False,,False,False,,,,,PF15913;,v4.0.0,False,,Normal
Q2UY09,COSA1_HUMAN,False,False,True,,False,False,,False,False,,,,Collagen,PF01391;PF00014;PF00092;,v4.0.0,False,,Normal
Q30201,HFE_HUMAN,True,False,False,,False,False,,False,True,HLA,,,HLA,,v4.0.0,False,,Normal
Q495A1,TIGIT_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF07686;,v4.0.0,False,,Normal
Q4KMG0,CDON_HUMAN,True,False,False,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q5T2D2,TRML2_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q5T4F7,SFRP5_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q5T4W7,ARTN_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00019;,v4.0.0,False,,Normal
Q5TAT6,CODA1_HUMAN,True,False,False,,False,False,,False,False,,,,Collagen,PF01391;,v4.0.0,False,,Normal
Q5VWK5,IL23R_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,,,,,v4.0.0,False,,Normal
Q5VY80,RET1L_HUMAN,True,False,False,,False,False,,False,False,,,,,PF00129;,v4.0.0,False,,Normal
Q5ZPR3,CD276_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,,Iglike | Possible_receptor,,v4.0.0,False,,Normal
Q68D85,NR3L1_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Extracellular_add,,PF07654;PF01140;,v4.0.0,False,,Normal
Q6FHJ7,SFRP4_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
Q6GTX8,LAIR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF13895;,v4.0.0,False,,Normal
Q6H3X3,RET1G_HUMAN,True,False,True,,False,False,,False,False,,,,,PF00129;,v4.0.0,False,,Normal
Q6IA17,SIGIR_HUMAN,True,False,False,,False,False,,False,False,,To_add,,Iglike,PF01582;,v4.0.0,False,,Normal
Q6KF10,GDF6_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;,v4.0.0,False,,Normal
Q6UVK1,CSPG4_HUMAN,True,False,False,,False,False,,False,False,,,,Migration,PF00054;PF02210;,v4.0.0,False,,Normal
Q6UVW9,CLC2A_HUMAN,True,False,False,,False,True,,False,False,,To_comment,Extracellular_add,,PF00059;,v4.0.0,False,,Normal
Q6UW32,IGFL1_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF14653;,v4.0.0,False,,Normal
Q6UW88,EPGN_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q6UWB1,I27RA_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,,cytokine_receptor,PF00041;,v4.0.0,False,,Normal
Q6UWK7,CJ099_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,,v4.0.0,False,,Normal
Q6UWQ7,IGFL2_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF14653;,v4.0.0,False,,Normal
Q6UXB1,IGFL3_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF14653;,v4.0.0,False,,Normal
Q6UXL0,I20RB_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,,cytokine_receptor,PF09294;PF01108;,v4.0.0,False,,Normal
Q6UXX9,RSPO2_HUMAN,False,False,True,,False,False,,False,False,,,,,PF15913;,v4.0.0,False,,Normal
Q6UXZ4,UNC5D_HUMAN,True,False,False,,False,True,,False,False,,,,,,v4.0.0,False,,Normal
Q6W5P4,NPSR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;,v4.0.0,False,,Normal
Q6X4U4,SOSD1_HUMAN,False,False,True,,False,False,,False,False,,,,,,v4.0.0,False,,Normal
