id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source,is_ppi,curator,reactome_complex,reactome_reaction,reactome_pathway,complexPortal_complex,comments,Interaction_type,Pathway_classification,Pathway_classification_specific,Pathway_classification_alternative,Reactome_classification
,GABA_byGAD2_and_SLC32A1,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC32A1,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A1,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A11,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A12,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A13,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A6,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α1β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α1β2γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α1β2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α1β3_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α1β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α2β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α3β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α3β3θ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α3β3ε_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α4β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α4β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α4β2δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α5β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α6β3γ2S_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,GABA_byGAD2_and_SLC6A8,GABA-A_α6β3δ_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT1_and_SLC6A5,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT1_and_SLC6A5,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT1_and_SLC6A9,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT1_and_SLC6A9,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT2_and_SLC6A5,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT2_and_SLC6A5,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT2_and_SLC6A9,Glycine_α1β_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Glycine_bySHMT2_and_SLC6A9,Glycine_α2_complex,,,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P18509,P41586,PACA_HUMAN,PACR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P01282,P41586,VIP_HUMAN,PACR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P18827,Q96PE1,SDC1_HUMAN,AGRA2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P34741,Q96PE1,SDC2_HUMAN,AGRA2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,integrin_aVb3_complex,Q96PE1,,AGRA2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,O14907,O14514,TX1B3_HUMAN,AGRB1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9BZR6,O14514,RTN4R_HUMAN,AGRB1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,integrin_aVb5_complex,O14514,,AGRB1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,O14907,O60241,TX1B3_HUMAN,AGRB2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,O75973,O60242,C1QRF_HUMAN,AGRB3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q7Z5L3,O60242,C1QL2_HUMAN,AGRB3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q5VWW1,O60242,C1QL3_HUMAN,AGRB3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q86Z23,O60242,C1QL4_HUMAN,AGRB3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P04216,Q9UHX3,THY1_HUMAN,AGRE2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,integrin_aVb1_complex,Q9UHX3,,AGRE2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,integrin_aVb3_complex,Q9UHX3,,AGRE2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q92633,P48960,LPAR1_HUMAN,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9HBW0,P48960,LPAR2_HUMAN,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9UBY5,P48960,LPAR3_HUMAN,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P04216,P48960,THY1_HUMAN,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,integrin_aVb1_complex,P48960,,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,integrin_aVb3_complex,P48960,,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P35247,P48960,SFTPD_HUMAN,CD97_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P02461,Q9Y653,CO3A1_HUMAN,AGRG1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P01350,Q9Y653,GAST_HUMAN,AGRG1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P21980,Q9Y653,TGM2_HUMAN,AGRG1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P02462,Q86SQ4,CO4A1_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P08572,Q86SQ4,CO4A2_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q01955,Q86SQ4,CO4A3_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P53420,Q86SQ4,CO4A4_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P29400,Q86SQ4,CO4A5_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q14031,Q86SQ4,CO4A6_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P24043,Q86SQ4,LAMA2_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,F7VJQ1,Q86SQ4,APRIO_HUMAN,AGRG6_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9NZU1,O94910,FLRT1_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,O43155,O94910,FLRT2_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9ULB1,O94910,NRX1A_HUMAN,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,P58401,O94910,NRX2B_HUMAN,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9HDB5,O94910,NRX3B_HUMAN,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9UKZ4,O94910,TEN1_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9NT68,O94910,TEN2_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9P273,O94910,TEN3_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q6N022,O94910,TEN4_HUMAN,AGRL1_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,TENM2_FLRT1_complex,O94910,,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,TENM2_FLRT3_complex,O94910,,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,TENM4_FLRT1_complex,O94910,,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,TENM4_FLRT3_complex,O94910,,AGRL1_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9NZU0,O95490,FLRT3_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9UKZ4,O95490,TEN1_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9NT68,O95490,TEN2_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9P273,O95490,TEN3_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q6N022,O95490,TEN4_HUMAN,AGRL2_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,TENM2_FLRT3_complex,O95490,,AGRL2_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Q9NZU1,Q9HAR2,FLRT1_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,O43155,Q9HAR2,FLRT2_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9NZU0,Q9HAR2,FLRT3_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9UKZ4,Q9HAR2,TEN1_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9NT68,Q9HAR2,TEN2_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q9P273,Q9HAR2,TEN3_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q6N022,Q9HAR2,TEN4_HUMAN,AGRL3_HUMAN,curated,"PMID:29100073,PMID:31354411",False,JCranley,,,,,,,,,,
,Q6ZN44,Q9HAR2,UNC5A_HUMAN,AGRL3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,TENM3_FLRT1_complex,Q9HAR2,,AGRL3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,TENM3_FLRT3_complex,Q9HAR2,,AGRL3_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A1,P30542,,AA1R_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A2,P30542,,AA1R_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A3,P30542,,AA1R_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A4,P30542,,AA1R_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A1,P29274,,AA2AR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A2,P29274,,AA2AR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A3,P29274,,AA2AR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A4,P29274,,AA2AR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A1,P29275,,AA2BR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A2,P29275,,AA2BR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A3,P29275,,AA2BR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A4,P29275,,AA2BR_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
,Adenosine_byNT5E_and_SLC29A1,P0DMS8,,AA3R_HUMAN,curated,"uniprot, reactome, IUPHAR",False,JCranley,,,,,,,,,,
